submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,avg_age,spend,spend_on_equipment
eBxGvE,25-34 years old, 4,"At home, On the go, At a cafe, At the office","Pour over, Espresso, French press, Other",Aeropress,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Pourover,Tea,No - just black,Salt,Oat milk,Raw Sugar (Turbinado),Fruity,Somewhat strong,Light,Full caffeine,8.0,2.0,4.0,4.0,"Pomegranate, white chocolate, lemon zest, powdered sugar

Body: medium-high
Complexity- high",3.0,3.0,2.0,"Lime, tannic, apricot, pie crust

Body: light
Complexity: medium-low",2.0,2.0,3.0,"Rhubarb, currant, brown sugar, mint, almond

Body: light
Complexity: medium",1.0,5.0,5.0,"Raspberry, green apple, blueberry, blue cotton candy

Body: Medium
Complexity: High",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine","Comforting, warmth",Yes,Yes,More than $20,20.0,No,"More than $1,000",Yes,Non-binary,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed full-time,2,No affiliation,29.5,70.0,1000.0
g5NPYO,25-34 years old,3,"At a cafe, At the office, On the go, At home","Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Pour over",moka pot,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cappuccino,Tea,"Milk, dairy alternative, or coffee creamer",Salt,Oat milk,Raw Sugar (Turbinado),Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,3.0,3.0,5.0,"Stone fruit, sweet",4.0,1.0,2.0,"Woody, tobacco, coating mouthfeel, roasty",2.0,2.0,4.0,"Balanced, medium type roast, tastes most like a large consumer brand",2.0,4.0,3.0,"Very fruity, light, berry notes, strawberry",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom","Comforting, warmth",Yes,No,$8-$10,12.5,Yes,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed full-time,2,Democrat,29.5,50.0,200.0
xdNbxo,45-54 years old,2,"At home, At a cafe",Coffee brewing machine (e.g. Mr. Coffee),moka pot,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Espresso,Tea,"Milk, dairy alternative, or coffee creamer",Salt,Almond milk,Raw Sugar (Turbinado),Full Bodied,Medium,Light,Full caffeine,6.0,1.0,4.0,5.0,"fruity, chocolate",4.0,2.0,4.0,"Using music terms, this is very MID-heavy",2.0,4.0,4.0,"No notes, kinda boring",5.0,4.0,1.0,Tastes musty. Like old slightly off dark fruit.,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine","Comforting, warmth",Yes,Yes,$10-$15,12.5,Yes,$50-$100,Yes,Female,Transgender Female,Some college or associate's degree,White/Caucasian,Korean,Unemployed,2,Democrat,49.5,30.0,75.0
zKQ8ZZ,35-44 years old,3,"At home, On the go, At a cafe, At the office","Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), French press",moka pot,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Pourover,Tea,No - just black,Salt,"Half and half, Whole milk, Almond milk",Raw Sugar (Turbinado),Fruity,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,"(When hot) - Bright, vanilla, orange cream, maybe mild grain?",4.0,3.0,3.0,"Using music terms, this is very MID-heavy",4.0,2.0,3.0,"No notes, kinda boring",2.0,4.0,5.0,"Fruity and funky, tastes like an african natural-process and i love it",Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual","Comforting, warmth",Yes,Yes,$10-$15,20.0,Yes,$300-$500,Yes,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,Korean,Employed full-time,2,Democrat,39.5,70.0,400.0
rlrQxl,25-34 years old,2,"At the office, At home, At a cafe","Pour over, French press",moka pot,"National chain (e.g. Starbucks, Dunkin), Local cafe, Drive-thru","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Tea,"No - just black, Milk, dairy alternative, or coffee creamer",Salt,"Half and half, Whole milk, Almond milk",Raw Sugar (Turbinado),Fruity,Somewhat strong,Light,Full caffeine,8.0,1.0,4.0,5.0,"(When hot) - Bright, vanilla, orange cream, maybe mild grain?",5.0,2.0,1.0,earthy tones,4.0,2.0,3.0,"full-bodied, bright, clarity",2.0,5.0,5.0,"Fruity, very acidic",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom","Comforting, warmth",Yes,Yes,$8-$10,7.0,No,$300-$500,Yes,Prefer not to say,Transgender Female,Bachelor's degree,Hispanic/Latino,Korean,Student,1,No affiliation,29.5,30.0,400.0
VZ1W8N,25-34 years old,2,"At home, At a cafe","Espresso, Coffee brewing machine (e.g. Mr. Coffee), French press, Pour over",moka pot,"National chain (e.g. Starbucks, Dunkin), Local cafe, Drive-thru","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Latte,Tea,No - just black,Salt,"Whole milk, Oat milk",Raw Sugar (Turbinado),Chocolatey,Medium,Medium,Full caffeine,8.0,2.0,4.0,3.0,"fruity, acidic",5.0,1.0,1.0,earthy tones,4.0,2.0,5.0,"full-bodied, bright, clarity",1.0,5.0,3.0,"Fruity, very acidic",Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom","Comforting, warmth",Yes,Yes,$6-$8,7.0,No,$500-$1000,Yes,Male,Transgender Female,Bachelor's degree,Hispanic/Latino,Korean,Student,1,No affiliation,29.5,50.0,750.0
WAp6PN,25-34 years old,2,"At the office, At home, At a cafe, On the go","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso",moka pot,"National chain (e.g. Starbucks, Dunkin), Local cafe, Drive-thru","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Pourover,Tea,No - just black,Salt,"Whole milk, Oat milk",Raw Sugar (Turbinado),Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,1.0,3.0,3.0,"fruity, nutty, clarity, apple",2.0,2.0,5.0,"full bodied, smoky, earthy, oak",2.0,3.0,4.0,"full-bodied, bright, clarity",1.0,5.0,1.0,"acidic, fruity, bright, wine",Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual","Comforting, warmth",Yes,Yes,$8-$10,17.5,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,Hispanic/Latino,Korean,Student,1,No affiliation,29.5,30.0,1000.0
DVvo9l,25-34 years old,3,"On the go, At home","French press, Espresso, Cold brew",moka pot,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Local cafe","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Espresso,Tea,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",Salt,"Whole milk, Oat milk",Raw Sugar (Turbinado),Caramalized,Somewhat strong,Medium,Full caffeine,6.0,4.0,4.0,2.0,"Tangy, sour",3.0,2.0,5.0,"Caramel, Earthy, Savory",3.0,2.0,4.0,"Mild, balanced",3.0,5.0,5.0,"Fruity, bright, light, tea-like",Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom","Comforting, warmth",Yes,No,$6-$8,7.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed full-time,1,Democrat,29.5,50.0,1000.0
ylqAdB,>65 years old, 4,At home,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",moka pot,"National chain (e.g. Starbucks, Dunkin), Local cafe","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Tea,No - just black,Salt,Whole milk,Granulated Sugar,Full Bodied,Very strong,French,Full caffeine,5.0,5.0,5.0,1.0,"Tangy, sour",1.0,1.0,5.0,stale,2.0,2.0,4.0,"pear, dragonfruit",2.0,2.0,2.0,red apple,Coffee B,Coffee D,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine","Comforting, warmth",Yes,No,$4-$6,3.0,No,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Retired,More than 3,Republican,65.0,50.0,200.0
rlrQP2,25-34 years old,3,"At the office, At home",Pour over,moka pot,"National chain (e.g. Starbucks, Dunkin), Local cafe","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Tea,No - just black,Salt,Whole milk,Granulated Sugar,Bright,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,2.0,"chocolate, apricot",3.0,2.0,1.0,stale,2.0,3.0,3.0,"pear, dragonfruit",2.0,3.0,4.0,red apple,Coffee A,Coffee D,Coffee D,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom, Other","Comforting, warmth",Yes,Yes,More than $20,20.0,Yes,$500-$1000,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,Korean,Employed full-time,1,No affiliation,29.5,90.0,750.0
EPbo0L,35-44 years old, 4,"At the office, At home, On the go","Pour over, Cold brew, Other",moka pot,"National chain (e.g. Starbucks, Dunkin), Local cafe","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Iced coffee,Tea,No - just black,Salt,Whole milk,Granulated Sugar,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,2.0,3.0,3.0,more acid as it cooled,2.0,1.0,4.0,"chocolate, more body",3.0,1.0,3.0,"chocolate milk, nutty",2.0,4.0,2.0,"a lot of acid, must be natural",Coffee C,Coffee A,Coffee C,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom, Other","Comforting, warmth",Yes,Yes,More than $20,20.0,Yes,$500-$1000,Yes,Male,Transgender Female,Master's degree,Asian/Pacific Islander,Korean,Employed full-time,1,No affiliation,39.5,90.0,750.0
ylqAY6,25-34 years old,1,"At home, At a cafe",French press,"Immersion (Clever, Aeropress)","National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Tea,No - just black,Salt,Whole milk,Granulated Sugar,Full Bodied,Medium,Medium,Full caffeine,2.0,2.0,5.0,3.0,more acid as it cooled,3.0,4.0,4.0,"Chocolate, nutty",2.0,3.0,1.0,Weak.,2.0,5.0,5.0,Floral? Fruity?,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,It tastes good,"Comforting, warmth",Yes,No,$6-$8,9.0,No,$100-$300,Yes,Male,Transgender Female,Master's degree,White/Caucasian,Korean,Employed full-time,1,Democrat,29.5,30.0,200.0
AlbR7B,25-34 years old,3,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)","Immersion (Clever, Aeropress)","National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Regular drip coffee,Tea,No - just black,Salt,Whole milk,Granulated Sugar,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,4.0,4.0,"Apple, sweet",4.0,2.0,2.0,"Chocolate, nutty",3.0,3.0,3.0,Chocolate with red fruit,2.0,5.0,5.0,"Tropical fruity, blueberry, light",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,It tastes good,"Comforting, warmth",Yes,Yes,$6-$8,7.0,Yes,$300-$500,Yes,Male,Transgender Female,Master's degree,White/Caucasian,Korean,Student,1,Republican,29.5,50.0,400.0
EPbVxA,18-24 years old, 1,"At a cafe, At home","Espresso, Cold brew","Immersion (Clever, Aeropress)","National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cortado,Tea,"No - just black, Flavor syrup",Salt,Whole milk,Granulated Sugar,Juicy,Medium,Light,Full caffeine,6.0,3.0,4.0,3.0,"Apple, sweet",2.0,2.0,4.0,cinnamon!,4.0,2.0,3.0,this is a darker roast and not very pleasant. taste like diner coffee,2.0,3.0,5.0,blueberry!!,Coffee B,Coffee D,Coffee B,I primarily work from home,$40-$60,It tastes good,"Comforting, warmth",Yes,Yes,$8-$10,9.0,Yes,$500-$1000,Yes,Female,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed full-time,1,Independent,21.0,50.0,750.0
BGboo4,25-34 years old,2,"At home, At a cafe","Pour over, Espresso, Cold brew","Immersion (Clever, Aeropress)","National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Americano,Tea,No - just black,Salt,Whole milk,Granulated Sugar,Fruity,Medium,Light,Full caffeine,8.0,4.0,3.0,3.0,"i can’t really tell what the note is here. just kind of coffee, no strong note necessarily but maybe a little fruitiness but actually just too bitter",2.0,4.0,3.0,"tastes like cinnamon and chocolate, sort of like it has an added sweetness of those flavors instead of notes of it",5.0,3.0,2.0,this is a darker roast and not very pleasant. taste like diner coffee,2.0,4.0,5.0,i frequent black and white and this fruitiness is why i love them so much. so berry notes and a subtle sweetness with low bitterness,Coffee B,Coffee D,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the caffeine","Comforting, warmth",Yes,Yes,$6-$8,9.0,Yes,$500-$1000,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed full-time,1,No affiliation,29.5,70.0,750.0
dY2GGD,25-34 years old, 1,On the go,"Pour over, Espresso, Bean-to-cup machine","Immersion (Clever, Aeropress)","National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Mocha,Tea,"Milk, dairy alternative, or coffee creamer",Salt,Whole milk,Granulated Sugar,Chocolatey,Medium,Dark,Full caffeine,1.0,3.0,3.0,4.0,"i can’t really tell what the note is here. just kind of coffee, no strong note necessarily but maybe a little fruitiness but actually just too bitter",4.0,2.0,4.0,"sweet, watery, molasses",4.0,2.0,5.0,"earthy, creamy texture, molasses",2.0,5.0,2.0,"dry like a white wine, syrupy, sour grape",Coffee C,Coffee D,Coffee C,I primarily work from home,<$20,"It tastes good, I need the caffeine","Comforting, warmth",Yes,No,$8-$10,9.0,Yes,Less than $20,Yes,Female,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed full-time,1,Republican,29.5,20.0,20.0
oAV8o5,25-34 years old,2,At home,"Pour over, Espresso, Bean-to-cup machine","Immersion (Clever, Aeropress)","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Pourover,Tea,"Milk, dairy alternative, or coffee creamer",Salt,Skim milk,Granulated Sugar,Chocolatey,Somewhat strong,Medium,Decaf,6.0,2.0,3.0,2.0,"light creamy texture, jammy berries",4.0,1.0,3.0,"sweet, watery, molasses",3.0,2.0,3.0,"earthy, creamy texture, molasses",1.0,4.0,1.0,"dry like a white wine, syrupy, sour grape",Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the ritual","Comforting, warmth",Yes,Yes,$8-$10,9.0,Yes,$100-$300,Yes,Female,Transgender Female,Doctorate or professional degree,White/Caucasian,Korean,Employed full-time,1,Democrat,29.5,50.0,200.0
WApa9N,18-24 years old, 1,At the office,"French press, Pour over, Espresso","Immersion (Clever, Aeropress)","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Mocha,Tea,Sugar or sweetener,Salt,"Flavored coffee creamer, Coffee creamer",Granulated Sugar,Sweet,Medium,Medium,Full caffeine,1.0,3.0,2.0,1.0,"light creamy texture, jammy berries",1.0,4.0,3.0,Fruity but a little flat,3.0,1.0,5.0,A little caramelly!,2.0,4.0,4.0,Like the perfect cup of diner coffee,Coffee C,Coffee D,Coffee C,I primarily work in person,<$20,It makes me go to the bathroom,"Comforting, warmth",No,No,$8-$10,17.5,No,Less than $20,Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,Korean,Employed full-time,1,Democrat,21.0,20.0,20.0
BGbJE5,25-34 years old, 1,None of these,"French press, Pour over, Espresso","Immersion (Clever, Aeropress)","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Other,Tea,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Salt,"Flavored coffee creamer, Coffee creamer",Granulated Sugar,Sweet,Medium,Dark,Full caffeine,1.0,3.0,3.0,1.0,"light creamy texture, jammy berries",5.0,3.0,2.0,"Average Diner Coffee, Obvious Blend, Balanced",2.0,5.0,3.0,"Very strong aftertaste
I think that's acidity",3.0,4.0,3.0,"Fermented Fruit Flavor, Raspberry, Very Juicy",Coffee C,Coffee D,Coffee D,I primarily work from home,<$20,I need the caffeine,"Comforting, warmth",No,No,$8-$10,12.5,Yes,$50-$100,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed full-time,1,Democrat,29.5,20.0,75.0
0EjzA9,35-44 years old,2,"On the go, At home, At a cafe","French press, Pour over, Espresso","Immersion (Clever, Aeropress)","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Latte,Espresso Tonic,No - just black,Salt,Coffee creamer,"Artificial Sweeteners (e.g., Splenda), Granulated Sugar",Bright,Somewhat strong,Light,Full caffeine,6.0,2.0,5.0,4.0,"Fruity, apple cirtus, high acid, juicy, low bitterness",4.0,3.0,5.0,"Average Diner Coffee, Obvious Blend, Balanced",4.0,2.0,3.0,"Smooth, low acid, simple flavor profile, earthy, clean",1.0,5.0,5.0,"Fermented Fruit Flavor, Raspberry, Very Juicy",Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual","Comforting, warmth",Yes,Yes,$8-$10,9.0,Yes,$500-$1000,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed part-time,1,Democrat,39.5,50.0,750.0
vNx6YX,25-34 years old,2,"At home, On the go, At the office",French press,"Immersion (Clever, Aeropress)","National chain (e.g. Starbucks, Dunkin), Local cafe","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Latte,Espresso Tonic,"Milk, dairy alternative, or coffee creamer",Salt,Coffee creamer,"Artificial Sweeteners (e.g., Splenda), Granulated Sugar",Nutty,Very strong,Medium,Full caffeine,7.0,1.0,4.0,4.0,Light and citrusy,4.0,3.0,5.0,Nutty,1.0,1.0,2.0,"Light and fruity, not very flavorful",5.0,4.0,1.0,"Heavy and fruity, reminds me of mead",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine","Comforting, warmth",Yes,No,$8-$10,12.5,Yes,$300-$500,Yes,Female,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed full-time,1,No affiliation,29.5,30.0,400.0
WApaAQ,25-34 years old,2,At home,"Pour over, French press, Espresso, Other","Immersion (Clever, Aeropress)","Drive-thru, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop","I don’t, cafe coffee has never appealed to me because of the cost to quantity ratio",Cortado,Espresso Tonic,"No - just black, Milk, dairy alternative, or coffee creamer",Salt,Oat milk,"Artificial Sweeteners (e.g., Splenda), Granulated Sugar",Fruity,Medium,Light,Full caffeine,8.0,4.0,3.0,4.0,Light and citrusy,5.0,3.0,1.0,Nut,3.0,2.0,3.0,Milk chocolate,2.0,4.0,5.0,Berries,Coffee A,Coffee D,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the ritual","Comforting, warmth",Yes,Yes,$10-$15,17.5,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Korean,Employed full-time,1,No affiliation,29.5,50.0,1000.0
